filename,filepath,label,centroid_y,centroid_x,radius,radius_um,volume_um3,bright_red,code_int,undecided,intensity_ch1,intensity_ch2,intensity_ch3,intensity_ch4,binary_ch1,binary_ch2,binary_ch3,binary_ch4,snr_ch1,snr_ch2,snr_ch3,snr_ch4,min_snr,snr_reliable,posterior_ch1,posterior_ch2,posterior_ch3,posterior_ch4,min_confidence,size_reliable,reliable_ch1,reliable_ch2,reliable_ch3,reliable_ch4
16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,C:\Users\duyan\Documents\Postdoc\2026_Winter\Experiments\20260209\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,Data 1,1018,930,88.68483523128404,13.83483429608031,11092.016189964665,False,1,False,56.74217224121094,35.26832580566406,253.11280822753906,12282.126953125,0,0,0,1,-0.6860895497763092,-0.501845603379847,-0.4516078092825368,0.7915889671645162,-0.6860895497763092,False,0.19297086754957896,0.18922520681980762,0.07548479354727647,0.8221421311709108,0.30702913245042107,True,True,True,True,True
16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,C:\Users\duyan\Documents\Postdoc\2026_Winter\Experiments\20260209\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,Data 1,1018,789,76.4198926981712,11.921503260914706,7097.1122634468,False,1,False,120.87773895263672,45.19887161254883,240.10147094726562,11335.564453125,0,0,0,1,-0.6821652399376208,-0.49864345915324176,-0.4545402229945479,0.7015604886734815,-0.6821652399376208,False,0.19419610374477064,0.19020970259742667,0.07507652342101469,0.7942720860477197,0.2942720860477197,True,True,True,True,True
16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,C:\Users\duyan\Documents\Postdoc\2026_Winter\Experiments\20260209\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,Data 1,634,518,61.84658438426491,9.648067163945326,3761.9200682558717,False,5,False,8678.6435546875,12264.119140625,4353.7880859375,6143.8330078125,0,1,0,1,-0.1585349625443245,3.4413962683349464,0.4725767041027704,0.2077698697174749,-0.1585349625443245,False,0.4071616797290552,0.9983924438043332,0.3414207565974791,0.5898367016288094,0.08983670162880941,True,True,True,True,True
16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,C:\Users\duyan\Documents\Postdoc\2026_Winter\Experiments\20260209\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,Data 1,143,153,59.53990258641679,9.288224803481018,3356.500866560863,False,5,False,8616.7919921875,11417.6455078125,4264.33056640625,6649.45947265625,0,1,0,1,-0.1623195193464672,3.168447458773555,0.45241532858346445,0.2558604937541164,-0.1623195193464672,False,0.4053359308450827,0.99722834089298,0.33241290011113295,0.6128888176431223,0.09466406915491732,True,True,True,True,True
16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,C:\Users\duyan\Documents\Postdoc\2026_Winter\Experiments\20260209\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,Data 1,443,1018,58.05170109479997,9.056065370788795,3111.0518957249205,False,12,False,22356.171875,6054.13818359375,542.26708984375,534.1553955078125,1,1,0,0,0.678361968574244,1.4389630631933479,-0.3864400281365025,-0.32577201500858555,-0.3864400281365025,False,0.7855120943232892,0.9188307072724784,0.08509883395977226,0.3309717157367993,0.1690282842632007,True,True,True,True,True
16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,C:\Users\duyan\Documents\Postdoc\2026_Winter\Experiments\20260209\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,Data 1,62,5,57.87054518492115,9.0278050488477,3082.01767968059,False,9,False,27716.44140625,378.69146728515625,5720.26318359375,30750.939453125,1,0,0,1,1.0063447016832183,-0.3911074374062543,0.7805443039869142,2.5481756573315186,-0.3911074374062543,False,0.8758873610823691,0.2255561345468822,0.48974292757858645,0.9935940528702121,0.010257072421413549,True,True,True,True,True
16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,C:\Users\duyan\Documents\Postdoc\2026_Winter\Experiments\20260209\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,Data 1,51,292,56.568542494923804,8.824692629208114,2878.640106248778,False,3,False,896.46533203125,93.4565200805664,17289.27734375,8886.357421875,0,0,1,1,-0.6347087944995098,-0.4830825873304391,3.3878962638140457,0.4686140297413121,-0.6347087944995098,False,0.2094806065498256,0.19504965627494697,0.9943681519480648,0.7078528610027773,0.20785286100277733,True,True,True,True,True
16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,C:\Users\duyan\Documents\Postdoc\2026_Winter\Experiments\20260209\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,Data 1,810,336,55.46169849544819,8.652024965289918,2712.950695424427,False,2,False,1043.1514892578125,95.37059783935547,14522.9736328125,637.4762573242188,0,0,1,0,-0.625733401289161,-0.48246538529907335,2.7644440575724256,-0.31594506751625034,-0.625733401289161,False,0.2124687325250185,0.195243537198508,0.9806735585897548,0.33533803131100054,0.16466196868899946,True,True,True,True,True
16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,C:\Users\duyan\Documents\Postdoc\2026_Winter\Experiments\20260209\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,Data 1,245,196,55.0,8.58,2645.760161887444,False,10,False,35224.69140625,622.1082763671875,8389.755859375,3324.411376953125,1,0,1,0,1.4657574870867893,-0.3126167134301068,1.3821778454094626,-0.06038805926342312,-0.3126167134301068,False,0.9464890724268158,0.2541509846621095,0.7617382323797611,0.4568512183707002,0.043148781629299804,True,True,True,True,True
16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,C:\Users\duyan\Documents\Postdoc\2026_Winter\Experiments\20260209\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,Data 1,278,403,55.0,8.58,2645.760161887444,False,5,False,10912.7607421875,11765.4638671875,4282.6416015625,6418.26953125,0,1,0,1,-0.021834399826332007,3.2806028803424057,0.45654215501311307,0.2338717939405952,-0.021834399826332007,False,0.4744447287065873,0.9977840253548986,0.3342470324566332,0.602404550598823,0.025555271293412674,True,True,True,True,True
16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,C:\Users\duyan\Documents\Postdoc\2026_Winter\Experiments\20260209\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix\16NS_new5&6_2uM_05M_coverslip_3day_40x_newmix.czi,Data 1,315,519,55.0,8.58,2645.760161887444,False,2,False,916.3251342773438,101.28388977050781,14380.6728515625,666.3018798828125,0,0,1,0,-0.6334936182510574,-0.4805586206573511,2.732373198660787,-0.31320343456490585,-0.6334936182510574,False,0.2098833534011377,0.19584342872623237,0.9794196555952815,0.3365612782929862,0.1634387217070138,True,True,True,True,True
